Order ID,Order Date,Ship Date,Customer ID,Segment,Region,Category,Sub-Category,Product Name,Quantity,Discount,Sales,Profit
CA-2023-003001,2023-05-30,2023-05-31,CU-1763,Consumer,Central,Office Supplies,Art,Newell 312 Mechanical Pencil,2,0.0,20.22,-14.46
CA-2023-003002,2023-12-20,2023-12-25,CU-1360,Corporate,East,Furniture,Bookcases,Bush Westfield Collection Bookcase,2,0.1,1086.24,80.15
CA-2023-003003,2023-05-16,2023-05-21,CU-1660,Home Office,West,Office Supplies,Fasteners,OIC Heavy-Duty Binder Clips,1,0.0,6.23,-20.99
CA-2023-003004,2023-10-01,2023-10-06,CU-1961,Consumer,East,Office Supplies,Storage,Fellowes Bankers Box Heavy-Duty Storage Boxes,1,0.0,93.42,6.42
CA-2024-003005,2024-09-16,2024-09-19,CU-1524,Home Office,Central,Technology,Phones,Polycom CX600 IP Phone,1,0.2,349.18,-7.66
CA-2024-003006,2024-12-24,2024-12-26,CU-1565,Consumer,East,Furniture,Bookcases,Sauder Camden County Barrister Bookcase,4,0.0,2990.23,106.22
CA-2023-003007,2023-07-06,2023-07-09,CU-1977,Corporate,South,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2,0.15,2415.22,316.84
CA-2023-003008,2023-02-12,2023-02-18,CU-1517,Corporate,West,Office Supplies,Envelopes,Avery Self-Adhesive Address Labels,1,0.0,22.17,-14.18
CA-2024-003009,2024-02-06,2024-02-12,CU-1441,Consumer,East,Furniture,Tables,Bretford Rectangular Conference Table,1,0.2,1374.64,-13.89
CA-2024-003010,2024-06-11,2024-06-16,CU-1435,Home Office,East,Office Supplies,Art,Newell 312 Mechanical Pencil,1,0.0,9.99,-19.49
CA-2023-003011,2023-03-17,2023-03-19,CU-1863,Home Office,Central,Office Supplies,Paper,Xerox Premium Multipurpose Paper,4,0.0,193.06,59.94
CA-2023-003012,2023-04-01,2023-04-02,CU-1850,Home Office,South,Technology,Accessories,SanDisk Ultra 64GB USB Flash Drive,3,0.1,80.06,-4.49
CA-2024-003013,2024-11-12,2024-11-19,CU-1017,Consumer,South,Office Supplies,Paper,Hammermill Copy Plus Paper,3,0.15,107.62,4.86
CA-2023-003014,2023-05-05,2023-05-12,CU-1330,Home Office,East,Office Supplies,Supplies,Stanley Bostitch Heavy-Duty Stapler,1,0.3,39.89,-17.54
CA-2024-003015,2024-07-27,2024-07-29,CU-1265,Corporate,Central,Office Supplies,Storage,Tennsco Industrial Steel Shelving,2,0.0,720.16,177.96
CA-2024-003016,2024-01-06,2024-01-08,CU-1753,Corporate,West,Furniture,Furnishings,Eldon Image Series Desk Accessories,1,0.0,64.78,-3.33
CA-2023-003017,2023-08-09,2023-08-15,CU-1505,Consumer,South,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2,0.1,1612.8,263.85
CA-2024-003018,2024-06-06,2024-06-13,CU-1339,Corporate,East,Office Supplies,Art,Newell 312 Mechanical Pencil,3,0.0,30.18,-9.5
CA-2024-003019,2024-08-30,2024-09-01,CU-1162,Home Office,East,Office Supplies,Paper,Xerox Premium Multipurpose Paper,2,0.1,95.75,11.53
CA-2024-003020,2024-07-03,2024-07-04,CU-1447,Home Office,South,Technology,Accessories,SanDisk Ultra 64GB USB Flash Drive,1,0.0,31.01,-14.69
CA-2024-003021,2024-03-13,2024-03-18,CU-1507,Home Office,Central,Office Supplies,Supplies,Stanley Bostitch Heavy-Duty Stapler,2,0.15,95.15,-4.6
CA-2024-003022,2024-09-17,2024-09-21,CU-1588,Corporate,West,Furniture,Furnishings,Eldon Image Series Desk Accessories,3,0.0,216.21,55.83
CA-2023-003023,2023-12-09,2023-12-11,CU-1352,Home Office,South,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1,0.0,875.64,138.8
CA-2024-003024,2024-09-06,2024-09-12,CU-1988,Corporate,Central,Technology,Accessories,Logitech G910 Mechanical Keyboard,1,0.1,229.65,30.46
CA-2024-003025,2024-12-03,2024-12-04,CU-1160,Corporate,West,Office Supplies,Labels,"Avery 5"" x 8"" Label",1,0.0,18.31,-15.13
CA-2023-003026,2023-11-27,2023-12-04,CU-1263,Corporate,East,Technology,Accessories,Logitech MX Master Wireless Mouse,2,0.0,331.7,75.44
CA-2023-003027,2023-10-02,2023-10-07,CU-1318,Consumer,West,Office Supplies,Paper,Xerox Premium Multipurpose Paper,2,0.0,100.76,17.55
CA-2024-003028,2024-03-27,2024-04-01,CU-1978,Consumer,South,Office Supplies,Envelopes,Avery Self-Adhesive Address Labels,1,0.1,21.41,-16.96
CA-2024-003029,2024-05-31,2024-06-07,CU-1776,Home Office,South,Technology,Accessories,Logitech G910 Mechanical Keyboard,3,0.0,753.68,159.27
CA-2024-003030,2024-08-12,2024-08-16,CU-1777,Home Office,East,Office Supplies,Fasteners,OIC Heavy-Duty Binder Clips,1,0.2,4.99,-21.99
CA-2023-003031,2023-11-09,2023-11-16,CU-1532,Corporate,West,Office Supplies,Fasteners,OIC Heavy-Duty Binder Clips,1,0.0,6.71,-20.5
CA-2024-003032,2024-11-01,2024-11-07,CU-1008,Consumer,East,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1,0.1,931.45,53.13
CA-2023-003033,2023-11-04,2023-11-09,CU-1383,Home Office,West,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,3,0.0,6313.28,1995.22
CA-2024-003034,2024-02-14,2024-02-20,CU-1353,Consumer,East,Office Supplies,Art,Newell 312 Mechanical Pencil,4,0.0,36.85,-6.18
CA-2024-003035,2024-02-07,2024-02-08,CU-1412,Home Office,East,Office Supplies,Fasteners,OIC Heavy-Duty Binder Clips,1,0.15,6.08,-21.24
CA-2024-003036,2024-05-22,2024-05-24,CU-1306,Home Office,Central,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1,0.0,1112.14,207.66
CA-2023-003037,2023-04-20,2023-04-25,CU-1641,Home Office,East,Office Supplies,Labels,"Avery 5"" x 8"" Label",2,0.15,29.32,-13.76
CA-2024-003038,2024-05-28,2024-05-31,CU-1328,Home Office,East,Office Supplies,Supplies,Stanley Bostitch Heavy-Duty Stapler,1,0.0,59.94,-6.59
CA-2024-003039,2024-07-24,2024-07-26,CU-1091,Consumer,West,Furniture,Furnishings,DAX Two-Tone Rosewood/Black Document Frame,2,0.0,88.23,2.93
CA-2023-003040,2023-07-06,2023-07-10,CU-1295,Home Office,West,Furniture,Tables,Bretford Rectangular Conference Table,4,0.0,7060.78,688.97
CA-2023-003041,2023-01-03,2023-01-07,CU-1682,Home Office,Central,Office Supplies,Envelopes,Avery Self-Adhesive Address Labels,2,0.0,44.15,-5.9
CA-2024-003042,2024-09-13,2024-09-18,CU-1283,Corporate,Central,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1,0.0,900.63,187.04
CA-2023-003043,2023-11-11,2023-11-16,CU-1554,Consumer,East,Technology,Accessories,SanDisk Ultra 64GB USB Flash Drive,1,0.1,28.88,-16.9
CA-2024-003044,2024-06-13,2024-06-20,CU-1388,Corporate,Central,Office Supplies,Fasteners,OIC Heavy-Duty Binder Clips,2,0.0,13.15,-17.38
CA-2024-003045,2024-05-07,2024-05-08,CU-1653,Corporate,East,Office Supplies,Paper,Xerox Premium Multipurpose Paper,1,0.1,47.76,-6.85
CA-2024-003046,2024-03-18,2024-03-23,CU-1973,Consumer,Central,Office Supplies,Appliances,Hoover Commercial Lightweight Vacuum,1,0.0,465.07,71.49
CA-2024-003047,2024-08-19,2024-08-22,CU-1246,Corporate,Central,Technology,Accessories,SanDisk Ultra 64GB USB Flash Drive,3,0.0,95.82,10.22
CA-2023-003048,2023-12-21,2023-12-23,CU-1126,Corporate,South,Office Supplies,Paper,Xerox Premium Multipurpose Paper,1,0.0,47.55,-6.59
CA-2024-003049,2024-04-18,2024-04-22,CU-1838,Home Office,South,Furniture,Furnishings,DAX Two-Tone Rosewood/Black Document Frame,2,0.1,71.28,-5.85
CA-2024-003050,2024-12-11,2024-12-16,CU-1410,Corporate,Central,Office Supplies,Art,Newell 312 Mechanical Pencil,1,0.2,7.63,-21.37
CA-2023-003051,2023-08-17,2023-08-20,CU-1336,Home Office,South,Furniture,Furnishings,Eldon Image Series Desk Accessories,4,0.1,231.11,41.17
CA-2024-003052,2024-04-23,2024-04-25,CU-1381,Corporate,Central,Office Supplies,Fasteners,OIC Heavy-Duty Binder Clips,1,0.0,6.23,-20.85
CA-2024-003053,2024-11-21,2024-11-27,CU-1499,Corporate,Central,Office Supplies,Envelopes,Avery Self-Adhesive Address Labels,4,0.0,92.52,13.5
CA-2024-003054,2024-10-31,2024-11-04,CU-1643,Home Office,Central,Office Supplies,Paper,Xerox Premium Multipurpose Paper,1,0.2,41.59,-10.89
CA-2023-003055,2023-07-18,2023-07-22,CU-1454,Consumer,South,Technology,Accessories,Logitech G910 Mechanical Keyboard,1,0.1,251.49,34.22
CA-2023-003056,2023-01-19,2023-01-23,CU-1098,Corporate,West,Technology,Phones,Polycom CX600 IP Phone,1,0.1,403.73,28.87
CA-2024-003057,2024-11-16,2024-11-21,CU-1569,Corporate,South,Office Supplies,Art,Newell 312 Mechanical Pencil,3,0.15,23.37,-15.86
CA-2024-003058,2024-08-08,2024-08-11,CU-1784,Corporate,Central,Technology,Machines,HP LaserJet Pro M404n Printer,1,0.0,445.87,78.58
CA-2023-003059,2023-05-06,2023-05-10,CU-1630,Home Office,Central,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2,0.0,2430.62,576.01
CA-2024-003060,2024-11-05,2024-11-12,CU-1809,Home Office,South,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1,0.1,1003.41,93.31
CA-2024-003061,2024-08-11,2024-08-12,CU-1696,Consumer,West,Office Supplies,Art,Newell 312 Mechanical Pencil,1,0.1,9.33,-20.4
CA-2024-003062,2024-12-21,2024-12-23,CU-1789,Home Office,West,Technology,Phones,Polycom CX600 IP Phone,2,0.1,781.57,80.19
CA-2024-003063,2024-03-31,2024-04-04,CU-1376,Home Office,South,Office Supplies,Labels,"Avery 5"" x 8"" Label",1,0.0,17.5,-15.48
CA-2024-003064,2024-12-21,2024-12-26,CU-1219,Corporate,Central,Office Supplies,Envelopes,Avery Self-Adhesive Address Labels,1,0.0,20.69,-15.15
CA-2023-003065,2023-08-07,2023-08-09,CU-1194,Consumer,West,Technology,Accessories,SanDisk Ultra 64GB USB Flash Drive,3,0.15,84.5,-7.34
CA-2023-003066,2023-11-14,2023-11-16,CU-1945,Consumer,South,Office Supplies,Art,Newell 312 Mechanical Pencil,1,0.1,8.54,-20.32
CA-2024-003067,2024-05-06,2024-05-12,CU-1711,Corporate,Central,Technology,Accessories,SanDisk Ultra 64GB USB Flash Drive,2,0.0,68.7,-4.31
CA-2023-003068,2023-07-20,2023-07-26,CU-1689,Home Office,East,Technology,Accessories,SanDisk Ultra 64GB USB Flash Drive,5,0.1,150.49,20.23
CA-2024-003069,2024-01-08,2024-01-15,CU-1525,Consumer,South,Office Supplies,Fasteners,OIC Heavy-Duty Binder Clips,3,0.1,16.83,-16.05
CA-2023-003070,2023-07-05,2023-07-11,CU-1797,Consumer,East,Office Supplies,Paper,Hammermill Copy Plus Paper,3,0.0,126.07,21.64
CA-2024-003071,2024-06-02,2024-06-09,CU-1688,Consumer,East,Technology,Accessories,SanDisk Ultra 64GB USB Flash Drive,1,0.2,24.16,-18.47
CA-2023-003072,2023-06-20,2023-06-21,CU-1945,Consumer,West,Furniture,Furnishings,Eldon Image Series Desk Accessories,2,0.0,124.85,18.59
CA-2024-003073,2024-10-19,2024-10-24,CU-1403,Corporate,West,Office Supplies,Envelopes,Avery Self-Adhesive Address Labels,5,0.15,99.34,11.79
CA-2023-003074,2023-09-28,2023-10-04,CU-1838,Corporate,South,Office Supplies,Fasteners,OIC Heavy-Duty Binder Clips,1,0.0,6.3,-20.8
CA-2023-003075,2023-10-21,2023-10-22,CU-1926,Home Office,South,Technology,Phones,Polycom CX600 IP Phone,1,0.15,353.51,17.83
CA-2023-003076,2023-03-29,2023-03-31,CU-1059,Consumer,Central,Office Supplies,Paper,Xerox Premium Multipurpose Paper,1,0.0,47.26,-5.6
CA-2024-003077,2024-12-07,2024-12-12,CU-1549,Corporate,West,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,3,0.1,1678.64,181.61
CA-2023-003078,2023-03-24,2023-03-27,CU-1249,Consumer,East,Office Supplies,Paper,Xerox Premium Multipurpose Paper,1,0.0,47.77,-4.16
CA-2023-003079,2023-11-28,2023-12-01,CU-1933,Corporate,Central,Technology,Machines,HP LaserJet Pro M404n Printer,3,0.0,1227.95,274.92
CA-2023-003080,2023-07-20,2023-07-21,CU-1047,Home Office,Central,Office Supplies,Art,Newell 312 Mechanical Pencil,3,0.0,27.72,-10.51
CA-2024-003081,2024-03-07,2024-03-13,CU-1147,Home Office,South,Office Supplies,Fasteners,OIC Heavy-Duty Binder Clips,1,0.3,4.43,-22.49
CA-2023-003082,2023-01-03,2023-01-07,CU-1096,Corporate,East,Office Supplies,Paper,Hammermill Copy Plus Paper,1,0.15,36.0,-14.36
CA-2023-003083,2023-02-12,2023-02-15,CU-1513,Corporate,East,Office Supplies,Art,Newell 312 Mechanical Pencil,3,0.0,26.48,-12.4
CA-2023-003084,2023-02-15,2023-02-17,CU-1410,Corporate,West,Furniture,Furnishings,DAX Two-Tone Rosewood/Black Document Frame,2,0.0,79.72,-1.06
CA-2024-003085,2024-04-23,2024-04-26,CU-1770,Consumer,Central,Technology,Phones,Polycom CX600 IP Phone,2,0.0,800.94,146.32
CA-2024-003086,2024-02-01,2024-02-08,CU-1768,Corporate,Central,Furniture,Tables,Hon Every-Day Round Conference Table,2,0.1,2734.85,133.49
CA-2023-003087,2023-08-23,2023-08-26,CU-1699,Consumer,Central,Technology,Accessories,Logitech MX Master Wireless Mouse,3,0.3,353.63,21.26
CA-2024-003088,2024-07-19,2024-07-20,CU-1145,Home Office,West,Office Supplies,Supplies,Stanley Bostitch Heavy-Duty Stapler,1,0.1,47.7,-10.55
CA-2024-003089,2024-04-20,2024-04-21,CU-1254,Home Office,West,Office Supplies,Paper,Hammermill Copy Plus Paper,1,0.3,31.13,-18.74
CA-2023-003090,2023-05-22,2023-05-29,CU-1433,Home Office,Central,Furniture,Furnishings,DAX Two-Tone Rosewood/Black Document Frame,4,0.0,150.77,17.42
CA-2024-003091,2024-07-17,2024-07-23,CU-1950,Home Office,East,Office Supplies,Art,Newell 312 Mechanical Pencil,1,0.0,8.76,-19.69
CA-2023-003092,2023-07-23,2023-07-30,CU-1859,Home Office,Central,Technology,Machines,HP LaserJet Pro M404n Printer,1,0.15,372.01,22.76
CA-2023-003093,2023-01-05,2023-01-09,CU-1346,Corporate,West,Office Supplies,Paper,Xerox Premium Multipurpose Paper,1,0.15,46.69,-9.49
CA-2024-003094,2024-08-10,2024-08-12,CU-1311,Consumer,Central,Technology,Accessories,SanDisk Ultra 64GB USB Flash Drive,2,0.0,69.34,-0.41
CA-2023-003095,2023-06-04,2023-06-09,CU-1723,Corporate,Central,Furniture,Bookcases,Bush Westfield Collection Bookcase,1,0.0,562.53,49.68
CA-2023-003096,2023-08-14,2023-08-17,CU-1877,Corporate,Central,Technology,Accessories,SanDisk Ultra 64GB USB Flash Drive,3,0.0,97.34,7.2
CA-2023-003097,2023-07-16,2023-07-17,CU-1132,Corporate,West,Office Supplies,Storage,Fellowes Bankers Box Heavy-Duty Storage Boxes,1,0.2,75.86,-9.91
CA-2023-003098,2023-01-05,2023-01-08,CU-1568,Home Office,South,Technology,Phones,Polycom CX600 IP Phone,1,0.0,393.77,51.23
CA-2023-003099,2023-08-02,2023-08-04,CU-1413,Corporate,West,Office Supplies,Paper,Hammermill Copy Plus Paper,2,0.0,83.55,9.62
CA-2024-003100,2024-11-14,2024-11-18,CU-1671,Home Office,West,Furniture,Furnishings,DAX Two-Tone Rosewood/Black Document Frame,1,0.0,39.95,-10.5
CA-2024-003101,2024-11-23,2024-11-29,CU-1045,Consumer,East,Office Supplies,Fasteners,OIC Heavy-Duty Binder Clips,1,0.0,6.96,-20.26
CA-2023-003102,2023-07-01,2023-07-04,CU-1773,Corporate,South,Office Supplies,Envelopes,Avery Self-Adhesive Address Labels,1,0.15,19.58,-17.69
CA-2023-003103,2023-12-15,2023-12-16,CU-1310,Home Office,West,Technology,Accessories,SanDisk Ultra 64GB USB Flash Drive,1,0.0,32.68,-14.62
CA-2023-003104,2023-08-11,2023-08-18,CU-1296,Consumer,West,Technology,Accessories,Logitech MX Master Wireless Mouse,1,0.0,148.55,18.78
CA-2023-003105,2023-02-22,2023-02-26,CU-1911,Corporate,West,Office Supplies,Envelopes,Avery Self-Adhesive Address Labels,3,0.2,51.84,-8.01
CA-2024-003106,2024-02-28,2024-03-06,CU-1314,Corporate,South,Technology,Accessories,Logitech MX Master Wireless Mouse,1,0.0,176.74,28.75
CA-2023-003107,2023-10-24,2023-10-30,CU-1155,Consumer,West,Office Supplies,Supplies,Stanley Bostitch Heavy-Duty Stapler,1,0.0,56.24,-5.71
CA-2024-003108,2024-11-30,2024-12-05,CU-1208,Home Office,Central,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,1,0.0,674.34,58.36
CA-2024-003109,2024-09-15,2024-09-20,CU-1863,Corporate,West,Furniture,Tables,Bretford Rectangular Conference Table,2,0.0,3449.01,298.07
CA-2024-003110,2024-08-27,2024-09-02,CU-1223,Home Office,East,Office Supplies,Envelopes,Avery Self-Adhesive Address Labels,4,0.2,73.64,-2.34
CA-2024-003111,2024-02-24,2024-03-02,CU-1467,Corporate,South,Office Supplies,Art,Newell 312 Mechanical Pencil,1,0.15,8.07,-21.02
CA-2024-003112,2024-04-24,2024-04-25,CU-1228,Corporate,West,Office Supplies,Supplies,Stanley Bostitch Heavy-Duty Stapler,1,0.1,53.45,-12.59
CA-2024-003113,2024-08-26,2024-08-28,CU-1056,Corporate,East,Furniture,Furnishings,DAX Two-Tone Rosewood/Black Document Frame,3,0.2,91.64,-5.3
CA-2024-003114,2024-01-02,2024-01-03,CU-1552,Home Office,East,Technology,Accessories,Logitech MX Master Wireless Mouse,2,0.0,334.21,63.87
CA-2023-003115,2023-10-22,2023-10-24,CU-1220,Home Office,East,Technology,Accessories,Logitech G910 Mechanical Keyboard,1,0.2,202.89,13.24
CA-2023-003116,2023-09-16,2023-09-19,CU-1974,Corporate,South,Office Supplies,Paper,Xerox Premium Multipurpose Paper,2,0.15,93.98,7.75
CA-2024-003117,2024-12-25,2024-12-27,CU-1448,Home Office,West,Office Supplies,Labels,"Avery 5"" x 8"" Label",1,0.1,16.39,-18.07
CA-2023-003118,2023-11-27,2023-12-04,CU-1854,Consumer,Central,Technology,Accessories,Logitech MX Master Wireless Mouse,1,0.0,157.92,23.27
CA-2024-003119,2024-01-27,2024-02-03,CU-1490,Corporate,East,Office Supplies,Storage,Tennsco Industrial Steel Shelving,1,0.2,286.37,11.32
CA-2023-003120,2023-04-20,2023-04-21,CU-1170,Corporate,South,Office Supplies,Storage,Tennsco Industrial Steel Shelving,2,0.15,604.74,55.2
CA-2023-003121,2023-11-15,2023-11-17,CU-1309,Consumer,South,Office Supplies,Art,Newell 312 Mechanical Pencil,1,0.0,9.5,-19.42
CA-2023-003122,2023-12-08,2023-12-15,CU-1983,Corporate,West,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2,0.3,1835.75,109.03
CA-2023-003123,2023-01-29,2023-02-04,CU-1909,Consumer,West,Technology,Accessories,Logitech G910 Mechanical Keyboard,1,0.1,223.47,18.53
CA-2023-003124,2023-02-05,2023-02-06,CU-1213,Home Office,East,Office Supplies,Fasteners,OIC Heavy-Duty Binder Clips,2,0.0,13.06,-17.46
CA-2024-003125,2024-07-06,2024-07-13,CU-1207,Home Office,Central,Office Supplies,Appliances,Hoover Commercial Lightweight Vacuum,1,0.0,507.94,78.48
CA-2023-003126,2023-09-15,2023-09-22,CU-1115,Corporate,West,Technology,Accessories,Logitech G910 Mechanical Keyboard,1,0.0,261.51,50.93
CA-2023-003127,2023-11-14,2023-11-17,CU-1006,Corporate,Central,Technology,Accessories,Logitech MX Master Wireless Mouse,1,0.0,153.27,22.78
CA-2023-003128,2023-01-20,2023-01-23,CU-1153,Consumer,East,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1,0.0,785.09,144.74
CA-2024-003129,2024-11-28,2024-11-30,CU-1304,Corporate,South,Office Supplies,Supplies,Stanley Bostitch Heavy-Duty Stapler,2,0.0,116.7,11.01
CA-2023-003130,2023-03-10,2023-03-14,CU-1889,Corporate,West,Furniture,Furnishings,Eldon Image Series Desk Accessories,1,0.0,70.79,-1.56
CA-2024-003131,2024-03-01,2024-03-03,CU-1415,Home Office,West,Furniture,Furnishings,DAX Two-Tone Rosewood/Black Document Frame,1,0.1,39.07,-14.97
CA-2023-003132,2023-09-16,2023-09-19,CU-1930,Corporate,South,Technology,Accessories,Logitech G910 Mechanical Keyboard,1,0.15,221.87,17.93
CA-2024-003133,2024-07-09,2024-07-16,CU-1923,Consumer,East,Technology,Machines,Zebra ZP 450 Thermal Label Printer,1,0.3,362.33,-9.59
CA-2024-003134,2024-02-12,2024-02-17,CU-1456,Home Office,East,Office Supplies,Labels,"Avery 5"" x 8"" Label",1,0.0,16.42,-16.97
CA-2023-003135,2023-08-23,2023-08-25,CU-1102,Home Office,West,Office Supplies,Paper,Xerox Premium Multipurpose Paper,1,0.1,46.78,-7.98
CA-2023-003136,2023-01-08,2023-01-09,CU-1998,Corporate,East,Office Supplies,Paper,Xerox Premium Multipurpose Paper,2,0.1,92.98,11.31
CA-2023-003137,2023-01-29,2023-02-03,CU-1562,Home Office,South,Technology,Accessories,Logitech MX Master Wireless Mouse,1,0.0,151.43,22.29
CA-2023-003138,2023-05-10,2023-05-12,CU-1589,Home Office,East,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,1,0.1,592.25,51.04
CA-2024-003139,2024-05-03,2024-05-08,CU-1646,Corporate,South,Office Supplies,Storage,Fellowes Bankers Box Heavy-Duty Storage Boxes,1,0.2,68.92,-7.54
CA-2023-003140,2023-05-08,2023-05-09,CU-1168,Consumer,West,Office Supplies,Paper,Hammermill Copy Plus Paper,1,0.1,36.85,-12.73
CA-2023-003141,2023-12-09,2023-12-16,CU-1936,Consumer,South,Furniture,Bookcases,Sauder Camden County Barrister Bookcase,1,0.15,655.71,-6.15
CA-2024-003142,2024-07-28,2024-08-04,CU-1081,Home Office,East,Office Supplies,Appliances,Hoover Commercial Lightweight Vacuum,1,0.0,462.95,63.0
CA-2024-003143,2024-12-10,2024-12-11,CU-1745,Corporate,East,Technology,Accessories,Logitech G910 Mechanical Keyboard,2,0.2,460.8,65.13
CA-2024-003144,2024-10-23,2024-10-27,CU-1650,Corporate,East,Office Supplies,Labels,"Avery 5"" x 8"" Label",1,0.0,18.51,-16.05
CA-2024-003145,2024-10-06,2024-10-09,CU-1887,Corporate,South,Furniture,Furnishings,DAX Two-Tone Rosewood/Black Document Frame,2,0.0,82.63,1.58
CA-2024-003146,2024-05-02,2024-05-03,CU-1887,Home Office,Central,Office Supplies,Storage,Fellowes Bankers Box Heavy-Duty Storage Boxes,1,0.1,77.02,-1.43
CA-2023-003147,2023-06-10,2023-06-15,CU-1019,Home Office,South,Furniture,Bookcases,Sauder Camden County Barrister Bookcase,1,0.15,577.88,-28.1
CA-2023-003148,2023-05-09,2023-05-12,CU-1581,Corporate,Central,Office Supplies,Appliances,Hoover Commercial Lightweight Vacuum,3,0.3,1014.83,14.35
CA-2024-003149,2024-09-07,2024-09-08,CU-1171,Corporate,West,Office Supplies,Paper,Hammermill Copy Plus Paper,1,0.0,40.72,-9.11
CA-2024-003150,2024-12-12,2024-12-19,CU-1033,Consumer,West,Office Supplies,Storage,Tennsco Industrial Steel Shelving,3,0.0,1018.19,212.64
CA-2024-003151,2024-09-05,2024-09-07,CU-1997,Consumer,Central,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2,0.1,1656.62,284.92
CA-2024-003152,2024-11-26,2024-11-29,CU-1839,Consumer,West,Technology,Accessories,Logitech MX Master Wireless Mouse,1,0.2,121.02,-2.5
CA-2023-003153,2023-11-15,2023-11-16,CU-1899,Consumer,Central,Furniture,Tables,Bretford Rectangular Conference Table,4,0.0,7179.39,859.44
CA-2024-003154,2024-06-18,2024-06-21,CU-1754,Corporate,West,Technology,Accessories,Logitech MX Master Wireless Mouse,2,0.0,352.63,85.03
CA-2023-003155,2023-11-10,2023-11-12,CU-1780,Corporate,West,Technology,Accessories,Logitech G910 Mechanical Keyboard,1,0.0,279.76,60.29
CA-2024-003156,2024-12-01,2024-12-05,CU-1255,Home Office,Central,Furniture,Tables,Hon Every-Day Round Conference Table,1,0.0,1511.6,185.66
CA-2023-003157,2023-06-22,2023-06-24,CU-1412,Corporate,Central,Office Supplies,Paper,Hammermill Copy Plus Paper,3,0.1,110.96,14.1
CA-2023-003158,2023-02-13,2023-02-19,CU-1056,Corporate,South,Technology,Machines,Zebra ZP 450 Thermal Label Printer,2,0.0,948.68,220.6
CA-2024-003159,2024-04-09,2024-04-13,CU-1255,Home Office,South,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,3,0.0,2282.94,433.3
CA-2023-003160,2023-11-22,2023-11-25,CU-1410,Home Office,West,Office Supplies,Fasteners,OIC Heavy-Duty Binder Clips,1,0.2,5.02,-22.09
CA-2024-003161,2024-09-05,2024-09-07,CU-1883,Corporate,East,Office Supplies,Supplies,Stanley Bostitch Heavy-Duty Stapler,2,0.1,99.99,-0.98
CA-2024-003162,2024-09-28,2024-09-30,CU-1874,Consumer,East,Furniture,Furnishings,Eldon Image Series Desk Accessories,1,0.1,60.74,-7.35
CA-2024-003163,2024-12-06,2024-12-09,CU-1847,Home Office,Central,Technology,Accessories,Logitech G910 Mechanical Keyboard,1,0.1,232.19,21.59
CA-2023-003164,2023-08-15,2023-08-17,CU-1695,Consumer,Central,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1,0.0,1269.62,333.95
CA-2023-003165,2023-07-05,2023-07-07,CU-1259,Consumer,South,Office Supplies,Paper,Hammermill Copy Plus Paper,1,0.0,39.83,-8.83
CA-2023-003166,2023-07-15,2023-07-21,CU-1074,Corporate,Central,Technology,Accessories,Belkin 8-Outlet Surge Protector,1,0.0,79.01,-2.88
CA-2023-003167,2023-05-09,2023-05-11,CU-1969,Corporate,South,Technology,Accessories,Belkin 8-Outlet Surge Protector,1,0.15,68.89,-13.07
CA-2024-003168,2024-07-01,2024-07-08,CU-1053,Corporate,East,Office Supplies,Art,Newell 312 Mechanical Pencil,3,0.2,22.08,-15.73
CA-2023-003169,2023-06-05,2023-06-11,CU-1607,Home Office,East,Technology,Accessories,Belkin 8-Outlet Surge Protector,2,0.2,127.49,-7.86
CA-2024-003170,2024-01-16,2024-01-23,CU-1963,Corporate,Central,Office Supplies,Paper,Xerox Premium Multipurpose Paper,1,0.0,51.79,-1.88
CA-2024-003171,2024-08-23,2024-08-24,CU-1357,Home Office,East,Technology,Accessories,Belkin 8-Outlet Surge Protector,3,0.1,234.4,35.24
CA-2024-003172,2024-12-06,2024-12-09,CU-1481,Consumer,South,Office Supplies,Fasteners,OIC Heavy-Duty Binder Clips,1,0.15,5.22,-21.67
CA-2024-003173,2024-12-09,2024-12-13,CU-1442,Consumer,East,Furniture,Furnishings,DAX Two-Tone Rosewood/Black Document Frame,1,0.0,38.56,-10.99
